id_libro,titulo,descripcion,portada_url,stock,ISBN,id_editorial
31,Ilustracion Digital Aplicada,"Un texto aplicado que aborda los principios de Ilustracion Digital, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00031.jpg,2,978-1-312-17271-5,14
32,Manual de Sanidad Animal,"Un texto aplicado que aborda los principios de Sanidad Animal, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00032.jpg,1,978-1-188-44225-7,21
33,Contabilidad Financiera Aplicada,"Un texto riguroso que aborda los principios de Contabilidad Financiera, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00033.jpg,2,978-0-323-70589-9,18
34,Guia Practica de Cultivos Tropicales,"Un texto aplicado que aborda los principios de Cultivos Tropicales, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00034.jpg,2,978-1-82911-467-3,18
35,Redes de Computadores para Profesionales,"Un texto practico que aborda los principios de Redes de Computadores, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00035.jpg,1,978-1-912517-78-7,38
36,Cultivos Tropicales Aplicada,"Un texto riguroso que aborda los principios de Cultivos Tropicales, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00036.jpg,3,978-0-89226-801-6,39
37,Auditoria para Profesionales,"Un texto completo que aborda los principios de Auditoria, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00037.jpg,3,978-1-225-35841-1,19
38,Animacion Digital: teoria y practica,"Un texto completo que aborda los principios de Animacion Digital, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00038.jpg,1,978-0-8424-9818-0,35
39,Introduccion a Analisis Financiero,"Un texto riguroso que aborda los principios de Analisis Financiero, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00039.jpg,4,978-0-299-59001-7,28
40,El Destino de laberinto,Un clasico recomendado para lectores de todas las edades. El autor construye un mundo lleno de detalles y matices inolvidables. La narracion se despliega entre distintos escenarios y epocas.,https://covers.biblioteca.local/00040.jpg,2,978-1-396-90784-5,19
41,Planeacion Estrategica para Profesionales,"Un texto actualizado que aborda los principios de Planeacion Estrategica, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00041.jpg,1,978-1-364-71027-9,24
42,Guia Practica de Gestion de la Calidad,"Un texto riguroso que aborda los principios de Gestion de la Calidad, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00042.jpg,2,978-1-7359255-5-4,6
43,Principios de Diseno Web,"Un texto aplicado que aborda los principios de Diseno Web, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00043.jpg,2,978-0-588-15371-8,5
44,El Corazon sin viaje,"Una reflexion sobre la sociedad contemporanea contada con maestria. La narracion se despliega entre distintos escenarios y epocas. La obra explora temas de identidad, perdida y esperanza.",https://covers.biblioteca.local/00044.jpg,3,978-1-321-04696-0,16
45,Normas Internacionales de Informacion Financiera (NIIF) Aplicada,"Un texto actualizado que aborda los principios de Normas Internacionales de Informacion Financiera (NIIF), dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00045.jpg,1,978-0-595-32787-4,5
46,Principios de Normas Internacionales de Informacion Financiera (NIIF),"Un texto actualizado que aborda los principios de Normas Internacionales de Informacion Financiera (NIIF), dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00046.jpg,1,978-1-70168-733-2,21
47,Diseno UX/UI para Profesionales,"Un texto practico que aborda los principios de Diseno UX/UI, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00047.jpg,1,978-0-04-797480-9,18
48,Inteligencia Artificial para Profesionales,"Un texto riguroso que aborda los principios de Inteligencia Artificial, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00048.jpg,4,978-1-245-65060-1,4
49,Guia Practica de Talento Humano,"Un texto practico que aborda los principios de Talento Humano, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00049.jpg,3,978-1-84168-784-1,33
50,Introduccion a Gestion Empresarial,"Un texto actualizado que aborda los principios de Gestion Empresarial, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00050.jpg,3,978-0-16-558523-9,21
51,Guia Practica de Gestion Empresarial,"Un texto riguroso que aborda los principios de Gestion Empresarial, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00051.jpg,1,978-0-00-257872-1,22
52,El Corazon tras reino,"Un viaje narrativo que combina emocion e intriga en cada capitulo. Una trama envolvente que mezcla drama, misterio y superacion personal.",https://covers.biblioteca.local/00052.jpg,3,978-1-952694-95-0,29
53,Guia Practica de Contabilidad Financiera,"Un texto actualizado que aborda los principios de Contabilidad Financiera, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00053.jpg,1,978-1-70551-694-2,39
54,Sanidad Animal Aplicada,"Un texto completo que aborda los principios de Sanidad Animal, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00054.jpg,4,978-1-4993-0972-0,36
55,Espejo invisible,Una reflexion sobre la sociedad contemporanea contada con maestria. Un relato profundo sobre las relaciones humanas y el paso del tiempo.,https://covers.biblioteca.local/00055.jpg,2,978-0-309-13075-2,38
56,Antiguo Espejo,"La obra explora temas de identidad, perdida y esperanza. Un clasico recomendado para lectores de todas las edades. Un relato profundo sobre las relaciones humanas y el paso del tiempo.",https://covers.biblioteca.local/00056.jpg,5,978-0-636-89702-1,20
57,Guia Practica de Produccion Agricola,"Un texto practico que aborda los principios de Produccion Agricola, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00057.jpg,3,978-1-78652-785-1,34
58,Guia Practica de Realidad Aumentada,"Un texto completo que aborda los principios de Realidad Aumentada, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00058.jpg,5,978-1-9733-4843-6,12
59,Planeacion Estrategica: teoria y practica,"Un texto actualizado que aborda los principios de Planeacion Estrategica, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00059.jpg,3,978-1-375-75844-4,10
60,Principios de Redes de Computadores,"Un texto practico que aborda los principios de Redes de Computadores, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00060.jpg,2,978-1-65240-415-6,40
61,Introduccion a Produccion Agricola,"Un texto completo que aborda los principios de Produccion Agricola, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00061.jpg,2,978-1-7338484-2-8,11
62,Camino infinito,"La narracion se despliega entre distintos escenarios y epocas. Un viaje narrativo que combina emocion e intriga en cada capitulo. Una trama envolvente que mezcla drama, misterio y superacion personal.",https://covers.biblioteca.local/00062.jpg,5,978-0-308-33016-0,40
63,La destino del cielo,"Los personajes enfrentan decisiones que cambiaran su destino para siempre. Una trama envolvente que mezcla drama, misterio y superacion personal.",https://covers.biblioteca.local/00063.jpg,1,978-1-120-82677-0,13
64,Contabilidad Publica para Profesionales,"Un texto actualizado que aborda los principios de Contabilidad Publica, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00064.jpg,1,978-1-5401-9380-3,34
65,Reino roto,Los personajes enfrentan decisiones que cambiaran su destino para siempre. Una historia que atrapa desde la primera pagina.,https://covers.biblioteca.local/00065.jpg,1,978-1-206-72400-6,31
66,La cielo de legado,Los personajes enfrentan decisiones que cambiaran su destino para siempre. Un relato profundo sobre las relaciones humanas y el paso del tiempo.,https://covers.biblioteca.local/00066.jpg,1,978-0-547-88728-9,11
67,Sistemas de Riego Aplicada,"Un texto completo que aborda los principios de Sistemas de Riego, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00067.jpg,4,978-1-315-27420-1,23
68,Principios de Realidad Aumentada,"Un texto riguroso que aborda los principios de Realidad Aumentada, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00068.jpg,3,978-1-932966-85-5,24
69,Arquitectura de Software Aplicada,"Un texto aplicado que aborda los principios de Arquitectura de Software, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00069.jpg,1,978-1-122-75304-3,22
70,Manual de Comercio Internacional,"Un texto completo que aborda los principios de Comercio Internacional, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00070.jpg,2,978-0-7454-9904-8,29
71,Fundamentos de Bases de Datos,"Un texto completo que aborda los principios de Bases de Datos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00071.jpg,3,978-0-01-742684-0,39
72,Conceptos Clave de Zootecnia,"Un texto completo que aborda los principios de Zootecnia, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00072.jpg,2,978-1-59332-727-9,4
73,Guia Practica de Gestion Empresarial,"Un texto practico que aborda los principios de Gestion Empresarial, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00073.jpg,3,978-1-878339-18-8,39
74,Introduccion a Zootecnia,"Un texto didactico que aborda los principios de Zootecnia, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00074.jpg,3,978-1-191-08839-8,19
75,Bases de Diseno Web,"Un texto practico que aborda los principios de Diseno Web, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00075.jpg,2,978-0-587-13971-3,12
76,Gerencia de Proyectos Aplicada,"Un texto actualizado que aborda los principios de Gerencia de Proyectos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00076.jpg,3,978-0-7286-7908-5,3
77,Bases de Ciberseguridad,"Un texto completo que aborda los principios de Ciberseguridad, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00077.jpg,2,978-1-06-403910-6,23
78,Eterno Mar,"La obra explora temas de identidad, perdida y esperanza. Una historia que atrapa desde la primera pagina. Una reflexion sobre la sociedad contemporanea contada con maestria.",https://covers.biblioteca.local/00078.jpg,2,978-1-180-17046-2,35
79,Estados Financieros para Profesionales,"Un texto aplicado que aborda los principios de Estados Financieros, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00079.jpg,1,978-0-656-76618-5,9
80,Guia Practica de Sistemas de Riego,"Un texto riguroso que aborda los principios de Sistemas de Riego, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00080.jpg,2,978-1-128-68230-9,3
81,Guia Practica de Gerencia de Proyectos,"Un texto completo que aborda los principios de Gerencia de Proyectos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00081.jpg,3,978-1-78686-337-9,19
82,Arquitectura de Software Aplicada,"Un texto aplicado que aborda los principios de Arquitectura de Software, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00082.jpg,3,978-0-431-06903-6,26
83,Introduccion a Talento Humano,"Un texto riguroso que aborda los principios de Talento Humano, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00083.jpg,2,978-0-19-079030-1,24
84,Guia Practica de Estados Financieros,"Un texto didactico que aborda los principios de Estados Financieros, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00084.jpg,5,978-1-383-02843-0,12
85,Guia Practica de Algoritmos,"Un texto completo que aborda los principios de Algoritmos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00085.jpg,2,978-1-342-83644-1,29
86,Manual de Agroecologia,"Un texto actualizado que aborda los principios de Agroecologia, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00086.jpg,2,978-0-687-05685-9,40
87,Conceptos Clave de Marketing Estrategico,"Un texto practico que aborda los principios de Marketing Estrategico, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00087.jpg,1,978-1-246-28733-2,26
88,Algoritmos: teoria y practica,"Un texto completo que aborda los principios de Algoritmos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00088.jpg,1,978-0-7086-6882-5,39
89,Camino perdido,Un viaje narrativo que combina emocion e intriga en cada capitulo. La narracion se despliega entre distintos escenarios y epocas.,https://covers.biblioteca.local/00089.jpg,4,978-0-435-17518-4,24
90,Introduccion a Produccion Pecuaria,"Un texto actualizado que aborda los principios de Produccion Pecuaria, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00090.jpg,1,978-0-469-90139-1,24
91,Fundamentos de Edicion de Video,"Un texto riguroso que aborda los principios de Edicion de Video, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00091.jpg,2,978-1-354-03317-3,26
92,Manejo de Cultivos Aplicada,"Un texto riguroso que aborda los principios de Manejo de Cultivos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00092.jpg,1,978-0-638-54678-1,32
93,Conceptos Clave de Estados Financieros,"Un texto aplicado que aborda los principios de Estados Financieros, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00093.jpg,5,978-1-4587-7175-9,40
94,La legado y el viaje,"La obra explora temas de identidad, perdida y esperanza. Un relato profundo sobre las relaciones humanas y el paso del tiempo.",https://covers.biblioteca.local/00094.jpg,4,978-1-56093-204-8,29
95,Introduccion a Arquitectura de Software,"Un texto riguroso que aborda los principios de Arquitectura de Software, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00095.jpg,1,978-1-235-36937-7,36
96,Sistemas Operativos: teoria y practica,"Un texto aplicado que aborda los principios de Sistemas Operativos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00096.jpg,1,978-1-77725-228-1,15
97,El Viaje del secreto,Una historia que atrapa desde la primera pagina. Una reflexion sobre la sociedad contemporanea contada con maestria. Considerada una de las obras mas influyentes de su genero.,https://covers.biblioteca.local/00097.jpg,5,978-0-8080-1006-7,37
98,Conceptos Clave de Produccion Audiovisual,"Un texto actualizado que aborda los principios de Produccion Audiovisual, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00098.jpg,2,978-0-12-038750-2,9
99,Guia Practica de Redes de Computadores,"Un texto aplicado que aborda los principios de Redes de Computadores, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00099.jpg,4,978-1-00-886008-7,9
100,Perdido Silencio,Un relato profundo sobre las relaciones humanas y el paso del tiempo. Considerada una de las obras mas influyentes de su genero.,https://covers.biblioteca.local/00100.jpg,3,978-1-08-621182-5,10
101,La reino del laberinto,Una reflexion sobre la sociedad contemporanea contada con maestria. Considerada una de las obras mas influyentes de su genero.,https://covers.biblioteca.local/00101.jpg,1,978-0-9845461-5-2,19
102,Fundamentos de Zootecnia,"Un texto riguroso que aborda los principios de Zootecnia, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00102.jpg,2,978-1-933410-16-6,40
103,Bases de Animacion Digital,"Un texto didactico que aborda los principios de Animacion Digital, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00103.jpg,2,978-1-870021-76-0,3
104,Introduccion a Programacion,"Un texto completo que aborda los principios de Programacion, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00104.jpg,1,978-0-8033-9740-8,32
105,Principios de Contabilidad Tributaria,"Un texto practico que aborda los principios de Contabilidad Tributaria, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00105.jpg,2,978-1-890250-39-3,20
106,Bases de Datos para Profesionales,"Un texto completo que aborda los principios de Bases de Datos, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00106.jpg,1,978-1-142-93968-7,31
107,Produccion Agricola: teoria y practica,"Un texto aplicado que aborda los principios de Produccion Agricola, dirigido a estudiantes y profesionales del area. Incluye ejemplos practicos, casos de estudio y ejercicios para reforzar el aprendizaje.",https://covers.biblioteca.local/00107.jpg,3,978-1-218-50163-3,23
